actor_id,award_name,year,award_outcome,award_description
nm0000136,"SFX Awards, UK",2007,"Winner
SFX Award","Best Actor
Pirates of the Caribbean: Dead Man's Chest (2006)"
nm0000136,"SFX Awards, UK",2004,"Winner
SFX Award","Best Actor
Pirates of the Caribbean: The Curse of the Black Pearl (2003)"
nm0000136,"ShoWest Convention, USA",1990,"Winner
ShoWest Award",Male Star of Tomorrow
nm0000136,Spike Video Game Awards,2006,"Nominee
VGA","Best Performance by a Human Male
Pirates of the Caribbean: The Legend of Jack Sparrow (2006)"
nm0000136,Teen Choice Awards,2019,"Nominee
Teen Choice Award","Choice Movie Villain
Fantastic Beasts: The Crimes of Grindelwald (2018)"
nm0000136,Teen Choice Awards,2017,"Nominee
Teen Choice Award","Choice Movie Actor: Action
Pirates of the Caribbean: Dead Men Tell No Tales (2017)"
nm0000136,Teen Choice Awards,2017,"Nominee
Teen Choice Award","Choice: Fight
Pirates of the Caribbean: Dead Men Tell No Tales (2017)

Shared with:

Javier Bardem"
nm0000136,Teen Choice Awards,2013,"Nominee
Teen Choice Award","Choice Movie: Chemistry
The Lone Ranger (2013)

Shared with:

Armie Hammer"
nm0000136,Teen Choice Awards,2013,"Nominee
Teen Choice Award","Choice Summer Movie Star: Male
The Lone Ranger (2013)"
nm0000136,Teen Choice Awards,2011,"Winner
Teen Choice Award","Choice Movie Actor: Action
The Tourist (2010)"
nm0000136,Teen Choice Awards,2011,"Winner
Teen Choice Award","Choice Animated Movie: Voice
Rango (2011)"
nm0000136,Teen Choice Awards,2011,"Nominee
Teen Choice Award","Choice Movie Actor: Sci-Fi/Fantasy
Pirates of the Caribbean: On Stranger Tides (2011)"
nm0000136,Teen Choice Awards,2010,"Nominee
Teen Choice Award","Choice Movie Actor: Fantasy
Alice in Wonderland (2010)"
nm0000136,Teen Choice Awards,2009,"Nominee
Teen Choice Award","Choice Summer Movie Star: Male
Public Enemies (2009)"
nm0000136,Teen Choice Awards,2008,"Winner
Teen Choice Award","Choice Movie Villain
Sweeney Todd: The Demon Barber of Fleet Street (2007)"
nm0000136,Teen Choice Awards,2007,"Winner
Teen Choice Award","Choice Movie Actor: Action Adventure
Pirates of the Caribbean: At World's End (2007)"
nm0000136,Teen Choice Awards,2006,"Winner
Teen Choice Award","Movies - Choice Actor: Drama/Action Adventure
Pirates of the Caribbean: Dead Man's Chest (2006)"
nm0000136,Teen Choice Awards,2006,"Winner
Teen Choice Award","Movies - Choice Actor: Comedy
Charlie and the Chocolate Factory (2005)"
nm0000136,Teen Choice Awards,2005,"Nominee
Teen Choice Award","Choice Movie Actor: Drama
Finding Neverland (2004)"
nm0000136,Teen Choice Awards,2004,"Winner
Teen Choice Award","Choice Movie Liar
Pirates of the Caribbean: The Curse of the Black Pearl (2003)"
nm0000136,Teen Choice Awards,2004,"Winner
Teen Choice Award","Choice Movie Fight/Action Sequence
Pirates of the Caribbean: The Curse of the Black Pearl (2003)

Shared with:

Orlando Bloom"
nm0000136,The Stinkers Bad Movie Awards,2001,"Nominee
Stinker Award","Worst On-Screen Couple
Blow (2001)

Captain Corelli's Mandolin (2001)

Vanilla Sky (2001)

Shared with:

Penélope Cruz

Nicolas Cage

Tom Cruise"
nm0000136,The Stinkers Bad Movie Awards,1998,"Nominee
Stinker Award","Worst On-Screen Couple
Fear and Loathing in Las Vegas (1998)

Shared with:

Benicio Del Toro"
nm0000136,Venice Film Festival,2015,"Winner
Fondazione Mimmo Rotella Special Award",
nm0000136,Village Voice Film Poll,2003,"Nominee
VVFP Award","Best Performance
Pirates of the Caribbean: The Curse of the Black Pearl (2003)


2nd place."
nm0000136,Walk of Fame,1999,"Winner
Star on the Walk of Fame","Motion Picture

On 16 November 1999. At 7020 Hollywood Blvd."
nm0000136,Washington DC Area Film Critics Association Awards,2015,"Nominee
WAFCA Award","Best Actor
Black Mass (2015)"
nm0000136,Washington DC Area Film Critics Association Awards,2014,"Nominee
WAFCA Award","Best Acting Ensemble
Into the Woods (2014)

Shared with:

Meryl Streep

Emily Blunt

James Corden

Anna Kendrick

Chris Pine

Tracey Ullman

Christine Baranski

Lilla Crawford

Daniel Huttlestone

Billy Magnussen

Mackenzie Mauzy

Tammy Blanchard

Lucy Punch

Frances de la Tour

Simon Russell Beale"
nm0000136,Washington DC Area Film Critics Association Awards,2003,"Nominee
WAFCA Award","Best Actor
Pirates of the Caribbean: The Curse of the Black Pearl (2003)"
nm0000136,Women Film Critics Circle Awards,2005,"Winner
WFCC Award","Most Offensive Male Character
The Libertine (2004)"
nm0000136,Yoga Awards,2016,"Winner
Yoga Award","Worst Foreign Actor
Mortdecai (2015)"
nm0000136,Yoga Awards,2004,"Winner
Yoga Award","Worst Foreign Costumes & Makeup
Pirates of the Caribbean: The Curse of the Black Pearl (2003)"
nm0000136,Young Artist Awards,1987,"Nominee
Young Artist Award","Exceptional Performance by a Young Actor in a Supporting Role - TV Special or Movie of the Week
Slow Burn (1986)"
nm0000136,Young Artist Awards,1985,"Nominee
Young Artist Award","Best Young Supporting Actor in a Motion Picture Musical, Comedy, Adventure or Drama
A Nightmare on Elm Street (1984)"
nm0000199,"Academy Awards, USA",2020,"Nominee
Oscar","Best Performance by an Actor in a Supporting Role
The Irishman (2019)"
nm0000199,"Academy Awards, USA",1993,"Winner
Oscar","Best Actor in a Leading Role
Scent of a Woman (1992)"
nm0000199,"Academy Awards, USA",1993,"Nominee
Oscar","Best Actor in a Supporting Role
Glengarry Glen Ross (1992)"
nm0000199,"Academy Awards, USA",1991,"Nominee
Oscar","Best Actor in a Supporting Role
Dick Tracy (1990)"
nm0000199,"Academy Awards, USA",1980,"Nominee
Oscar","Best Actor in a Leading Role
...and justice for all. (1979)"
nm0000199,"Academy Awards, USA",1976,"Nominee
Oscar","Best Actor in a Leading Role
Dog Day Afternoon (1975)"
nm0000199,"Academy Awards, USA",1975,"Nominee
Oscar","Best Actor in a Leading Role
The Godfather: Part II (1974)



Pacino became the third actor (after Peter O'Toole) to be twice nominated for an Oscar for ...                More


Pacino became the third actor (after Peter O'Toole) to be twice nominated for an Oscar for portraying the same character; he had previously portrayed Michael Corleone in Der Pate (1972)."
nm0000199,"Academy Awards, USA",1974,"Nominee
Oscar","Best Actor in a Leading Role
Serpico (1973)"
nm0000199,"Academy Awards, USA",1973,"Nominee
Oscar","Best Actor in a Supporting Role
The Godfather (1972)



Pacino did not attend the ceremony in protest of perceived category fraud. As his performance ...                More


Pacino did not attend the ceremony in protest of perceived category fraud. As his performance reflected greater screen time than that of his co-star Marlon Brando, Pacino believed he should have received a nomination for Best Actor in a Leading Role."
nm0000199,Primetime Emmy Awards,2013,"Nominee
Primetime Emmy","Outstanding Lead Actor in a Miniseries or a Movie
Phil Spector (2013)


For playing ""Phil Spector""."
nm0000199,Primetime Emmy Awards,2010,"Winner
Primetime Emmy","Outstanding Lead Actor in a Miniseries or a Movie
You Don't Know Jack (2010)


For playing: ""Jack Kevorkian""."
nm0000199,Primetime Emmy Awards,2004,"Winner
Primetime Emmy","Outstanding Lead Actor in a Miniseries or a Movie
Angels in America (2003)


For playing ""Roy M. Cohn""."
nm0000199,BAFTA Awards,2020,"Nominee
BAFTA Film Award","Best Supporting Actor
The Irishman (2019)"
nm0000199,BAFTA Awards,1991,"Nominee
BAFTA Film Award","Best Actor in a Supporting Role
Dick Tracy (1990)"
nm0000199,BAFTA Awards,1976,"Winner
BAFTA Film Award","Best Actor
Dog Day Afternoon (1975)

The Godfather: Part II (1974)"
nm0000199,BAFTA Awards,1975,"Nominee
BAFTA Film Award","Best Actor
Serpico (1973)"
nm0000199,BAFTA Awards,1973,"Nominee
BAFTA Film Award","Most Promising Newcomer to Leading Film Roles
The Godfather (1972)"
nm0000199,AACTA International Awards,2020,"Nominee
AACTA International Award","Best Supporting Actor
The Irishman (2019)"
nm0000199,AARP Movies for Grownups Awards,2020,"Nominee
Movies for Grownups Award","Best Supporting Actor
The Irishman (2019)"
nm0000199,AARP Movies for Grownups Awards,2006,"Nominee
Movies for Grownups Award","Best Grownup Love Story
Two for the Money (2005)

Shared with:

Rene Russo"
nm0000199,"Academy of Science Fiction, Fantasy & Horror Films, USA",1998,"Nominee
Saturn Award","Best Actor
The Devil's Advocate (1997)"
nm0000199,"Academy of Science Fiction, Fantasy & Horror Films, USA",1991,"Nominee
Saturn Award","Best Supporting Actor
Dick Tracy (1990)"
nm0000199,Alliance of Women Film Journalists,2020,"Nominee
EDA Award","Best Supporting Actor
The Irishman (2019)"
nm0000199,Alliance of Women Film Journalists,2016,"Winner
EDA Special Mention Award","Most Egregious Age Difference Between the Leading Man and the Love Interest
Danny Collins (2015)

Shared with:

Katarina Cas"
nm0000199,Alliance of Women Film Journalists,2008,"Nominee
EDA Special Mention Award","Most Egregious Age Difference Between the Leading Man and the Love Interest
88 Minutes (2007)

Shared with:

Alicia Witt



Al Pacino (age 68) and Alicia Witt (age 33)"
nm0000199,"American Comedy Awards, USA",1991,"Winner
American Comedy Award","Funniest Supporting Actor in a Motion Picture
Dick Tracy (1990)"
nm0000199,"American Film Institute, USA",2007,"Winner
Life Achievement Award",
nm0000199,Austin Film Critics Association,2020,"Nominee
AFCA Award","Best Supporting Actor
The Irishman (2019)"
nm0000199,Awards Circuit Community Awards,2020,"Nominee
ACCA","Best Actor in a Supporting Role
The Irishman (2019)"
nm0000199,Awards Circuit Community Awards,1992,"Nominee
ACCA","Best Actor in a Leading Role
Scent of a Woman (1992)"
nm0000199,Awards Circuit Community Awards,1992,"Nominee
ACCA","Best Actor in a Supporting Role
Glengarry Glen Ross (1992)"
nm0000199,Blockbuster Entertainment Awards,2000,"Nominee
Blockbuster Entertainment Award","Favorite Actor - Drama
Any Given Sunday (1999)"
nm0000199,Boston Film Festival,1992,"Winner
Film Excellence Award",
nm0000199,Boston Society of Film Critics Awards,1997,"Winner
BSFC Award","Best Actor
Donnie Brasco (1997)


Unanimously."
nm0000199,Broadcast Film Critics Association Awards,2020,"Nominee
Critics Choice Award","Best Supporting Actor
The Irishman (2019)"
nm0000199,Bruin Film Society Awards,2020,"Nominee
BFS Award","Best Supporting Actor
The Irishman (2019)"
nm0000199,Cannes Film Festival,1996,"Nominee
Golden Camera",Looking for Richard (1996)
nm0000199,Chicago Film Critics Association Awards,2019,"Nominee
CFCA Award","Best Supporting Actor
The Irishman (2019)"
nm0000199,Chicago Film Critics Association Awards,1998,"Nominee
CFCA Award","Best Actor
Donnie Brasco (1997)"
nm0000199,Chicago Film Critics Association Awards,1993,"Nominee
CFCA Award","Best Supporting Actor
Glengarry Glen Ross (1992)"
nm0000199,Chicago Film Critics Association Awards,1993,"Nominee
CFCA Award","Best Actor
Scent of a Woman (1992)"
nm0000199,Chicago Film Critics Association Awards,1991,"Nominee
CFCA Award","Best Supporting Actor
Dick Tracy (1990)"
nm0000199,Chicago Indie Critics Awards (CIC),2020,"Nominee
CIC Award","Best Supporting Actor
The Irishman (2019)"
nm0000199,Chlotrudis Awards,1998,"Nominee
Chlotrudis Award","Best Actor
Donnie Brasco (1997)"
nm0000199,CinEuphoria Awards,2020,"Nominee
CinEuphoria","Best Ensemble - International Competition
Once Upon a Time... in Hollywood (2019)

Shared with:

Austin Butler

Julia Butters

Bruce Dern

Leonardo DiCaprio

Dakota Fanning

Emile Hirsch

Damian Lewis

Mike Moh

Timothy Olyphant

Luke Perry

Brad Pitt

Margot Robbie"
nm0000199,CinEuphoria Awards,2019,"Winner
CinEuphoria",Career - Honorary Award
nm0000199,Columbus Film Critics Association,2020,"Nominee
COFCA Award","Best Supporting Actor
The Irishman (2019)"
nm0000199,Critics Choice Super Awards,2021,"Nominee
CCA Super Award","Best Actor in an Action Series
Hunters (2020)"
nm0000199,Critics Choice Television Awards,2013,"Nominee
Critics' Choice TV Award","Best Actor in a Movie/Miniseries
Phil Spector (2013)"
nm0000199,Dallas-Fort Worth Film Critics Association Awards,2019,"Nominee
DFWFCA Award","Best Supporting Actor
The Irishman (2019)


4th place"
nm0000199,Dallas-Fort Worth Film Critics Association Awards,1991,"Nominee
DFWFCA Award","Best Supporting Actor
Dick Tracy (1990)"
nm0000199,David di Donatello Awards,1994,"Nominee
David","Best Foreign Actor (Migliore Attore Straniero)
Carlito's Way (1993)"
nm0000199,David di Donatello Awards,1974,"Winner
David","Best Foreign Actor (Migliore Attore Straniero)
Serpico (1973)


Tied with Robert Redford for Der Clou (1973)."
nm0000199,David di Donatello Awards,1973,"Winner
Special David","The Godfather (1972)


For his acting."
nm0000199,Denver Film Critics Society,2020,"Nominee
DFCS Award","Best Supporting Actor
The Irishman (2019)"
nm0000199,"Directors Guild of America, USA",1997,"Winner
DGA Award","Outstanding Directorial Achievement in Documentary
Looking for Richard (1996)"
nm0000199,DiscussingFilm Critics Awards,2019,"Nominee
Jury Award","Best Supporting Actor
The Irishman (2019)"
nm0000199,Dublin International Film Festival,2012,"Winner
Career Achievement Award",For his outstanding contribution to film
nm0000199,Fangoria Chainsaw Awards,1998,"Winner
Chainsaw Award","Best Actor
The Devil's Advocate (1997)"
nm0000199,Faro Island Film Festival,2020,"Nominee
Golden Carp Film Award - International","Best Ensemble Performance
Once Upon a Time... in Hollywood (2019)

Shared with:

Austin Butler

Julia Butters

Bruce Dern

Leonardo DiCaprio

Dakota Fanning

Emile Hirsch

Damian Lewis

Mike Moh

Timothy Olyphant

Luke Perry

Brad Pitt

Margaret Qualley

Margot Robbie"
nm0000199,Faro Island Film Festival,1972,"Winner
Golden Train Award","Best Actor
The Godfather (1972)

Shared with:

James Caan

Marlon Brando"
nm0000199,Faro Island Film Festival,1972,"Winner
Audience Award","Best Actor
The Godfather (1972)"
nm0000199,Film Independent Spirit Awards,1997,"Nominee
Truer Than Fiction Award",Looking for Richard (1996)
nm0000199,Film Society of Lincoln Center,2000,"Winner
Gala Tribute",
nm0000199,GALECA: The Society of LGBTQ Entertainment Critics,2020,"Nominee
Dorian Award","Film Performance of the Year - Supporting Actor
The Irishman (2019)"
nm0000199,Georgia Film Critics Association (GAFCA),2020,"Nominee
GAFCA Award","Best Supporting Actor
The Irishman (2019)"
nm0000199,Gold Derby Awards,2020,"Nominee
Gold Derby Award","Ensemble Cast
The Irishman (2019)

Shared with:

Bobby Cannavale

Robert De Niro

Stephen Graham

Jack Huston

Harvey Keitel

Stephanie Kurtzuba

Kathrine Narducci

Anna Paquin

Joe Pesci

Jesse Plemons

Ray Romano"
nm0000199,Gold Derby Awards,2020,"Nominee
Gold Derby Award","Ensemble Cast
Once Upon a Time... in Hollywood (2019)

Shared with:

Austin Butler

Julia Butters

Bruce Dern

Leonardo DiCaprio

Dakota Fanning

Emile Hirsch

Damian Lewis

Mike Moh

Timothy Olyphant

Luke Perry

Brad Pitt

Margaret Qualley

Margot Robbie"
nm0000199,Gold Derby Awards,2020,"Nominee
Gold Derby Award","Supporting Actor
The Irishman (2019)"
nm0000199,Gold Derby Awards,2020,"Nominee
Gold Derby Award","Ensemble of the Decade
Once Upon a Time... in Hollywood (2019)

Shared with:

Austin Butler

Julia Butters

Bruce Dern

Leonardo DiCaprio

Dakota Fanning

Emile Hirsch

Damian Lewis

Mike Moh

Timothy Olyphant

Luke Perry

Brad Pitt

Margaret Qualley

Margot Robbie"
nm0000199,Gold Derby Awards,2013,"Nominee
Gold Derby TV Award","TV Movie/Mini Lead Actor
Phil Spector (2013)"
nm0000199,Gold Derby Awards,2011,"Nominee
Gold Derby Award",Life Achievement (Performer)
nm0000199,Gold Derby Awards,2010,"Winner
Gold Derby TV Award","TV Movie/Mini Actor of the Decade
Angels in America (2003)"
nm0000199,Gold Derby Awards,2010,"Winner
Gold Derby TV Award","TV Movie/Mini Actor
You Don't Know Jack (2010)"
nm0000199,Gold Derby Awards,2010,"Nominee
Gold Derby Award",Life Achievement (Performer)
nm0000199,Gold Derby Awards,2008,"Nominee
Gold Derby Award",Life Achievement (Performer)
nm0000199,Gold Derby Awards,2004,"Winner
Gold Derby TV Award","TV Movie/Mini Lead Actor
Angels in America (2003)"
nm0000199,Golden Apple Awards,1975,"Nominee
Golden Apple",Male Star of the Year
nm0000199,"Golden Camera, Germany",2013,"Winner
Golden Camera for Lifetime Achievement",International
nm0000199,"Golden Globes, USA",2021,"Nominee
Golden Globe","Best Performance by an Actor in a Television Series - Drama
Hunters (2020)"
nm0000199,"Golden Globes, USA",2020,"Nominee
Golden Globe","Best Performance by an Actor in a Supporting Role in a Motion Picture
The Irishman (2019)"
nm0000199,"Golden Globes, USA",2016,"Nominee
Golden Globe","Best Performance by an Actor in a Motion Picture - Comedy or Musical
Danny Collins (2015)"
nm0000199,"Golden Globes, USA",2014,"Nominee
Golden Globe","Best Performance by an Actor in a Miniseries or Motion Picture Made for Television
Phil Spector (2013)"
nm0000199,"Golden Globes, USA",2011,"Winner
Golden Globe","Best Performance by an Actor in a Miniseries or Motion Picture Made for Television
You Don't Know Jack (2010)"
nm0000199,"Golden Globes, USA",2004,"Winner
Golden Globe","Best Performance by an Actor in a Miniseries or a Motion Picture Made for Television
Angels in America (2003)"
